"id_no","binomial","seasonal","full_habitat_code","habitat_code","elevation_lower","elevation_upper","xmin","xmax","ymin","ymax","path"
58634,"Odorrana kuangwuensis",1,"1.9|5.1","1.9|5.1",1650,1650,10243469,10730469,3768077,3942077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58634_1.tif"
121384357,"Megophrys liboensis",1,"1.6|5.18","1.6|5.18",634,634,10428469,10432469,3144077,3149077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_121384357_1.tif"
59486,"Tylototriton taliangensis",1,"1.4","1.4",1300,3200,9829469,10017469,3307077,3558077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59486_1.tif"
54766,"Bufo stejnegeri",1,"1.4|5.1","1.4|5.1",200,1200,11806469,12454469,4229077,4987077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54766_1.tif"
59454,"Pachytriton brevipes",1,"1.6|5.1","1.6|5.1",0,9000,10572469,11699469,2727077,3606077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59454_1.tif"
58961,"Zhangixalus omeimontis",1,"1.6|1.9","1.6|1.9",700,2000,9855469,10926469,2963077,3897077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58961_1.tif"
57623,"Scutiger tuberculatus",1,"1.4|5.1|5.4|5.7","1.4|5.1|5.4|5.7",2600,3750,9838469,9994469,3400077,3552077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57623_1.tif"
149237287,"Gracixalus tianlinensis",1,"1.9","1.9",1858,1858,10263469,10267469,3030077,3035077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_149237287_1.tif"
57561,"Leptobrachella alpina",1,"1.9|5.1","1.9|5.1",1500,2400,9685469,9797469,2969077,3087077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57561_1.tif"
145406260,"Zhangixalus lishuiensis",1,"1.4|5.1","1.4|5.1",700,1100,11558469,11562469,3455077,3460077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145406260_1.tif"
57602,"Oreolalax schmidti",1,"1.9|3.6|4.7|5.1|5.4|5.7","1.9|3.6|4.7|5.1|5.4|5.7",1700,2520,9859469,9978469,3455077,3809077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57602_1.tif"
59443,"Cynops orphicus",1,"1.6|1.9|5.1|5.5|5.7|14.4|14.6|15.2","1.6|1.9|5.1|5.5|5.7|14.4|15.2",600,1600,11177469,11405469,2926077,3173077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59443_1.tif"
88990198,"Zhangixalus leucofasciatus",1,"1.6","1.6",750,850,10414469,10626469,2716077,3543077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_88990198_1.tif"
57637,"Megophrys gigantica",1,"1.9|5.1","1.9|5.1",0,9000,9591469,9780469,2975077,3097077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57637_1.tif"
59029,"Kurixalus verrucosus",1,"1.6|1.9|5.1|5.2","1.6|1.9|5.1|5.2",0,9000,9290469,10518469,1489077,3361077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59029_1.tif"
59609,"Ichthyophis bannanicus",1,"1.6|5.1|5.2|14.3|14.4|14.6|15.7|15.8","1.6|5.1|5.2|14.4|15.7|15.8",0,9000,9416469,11068469,2649077,3072077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59609_1.tif"
59028,"Rhacophorus verrucopus",1,"1.6|1.9|3.6|5.5","1.6|1.9|3.6|5.5",800,1500,9202469,9235469,3575077,3609077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59028_1.tif"
57619,"Scutiger nyingchiensis",1,"1.4|4.7|5.1","1.4|4.7|5.1",0,9000,7081469,9348469,3365077,4303077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57619_1.tif"
59485,"Tylototriton shanjing",1,"1.9|5.7|5.8|15.2|15.7|15.9","1.9|5.7|5.8|15.2|15.7|15.9",1450,2500,9496469,9874469,2678077,3322077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59485_1.tif"
55391,"Hyla annectans",1,"1.4|1.6|1.9|5.5|5.6|5.7|5.8|14.1|14.5|14.6|15.1|15.2|15.3|15.7|15.8","1.4|1.6|1.9|5.5|5.6|5.7|5.8|14.1|14.5|15.1|15.2|15.3|15.7|15.8",0,9000,8679469,10746469,2282077,3754077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_55391_1.tif"
54769,"Duttaphrynus stuarti",1,"1.6|1.9|18","1.6|1.9",0,9000,9319469,9460469,3337077,3447077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54769_1.tif"
58430,"Nanorana maculosa",1,"1.9|5.1","1.9|5.1",1800,2600,9686469,9829469,2890077,3062077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58430_1.tif"
59033,"Theloderma corticale",1,"1.6|1.9","1.6|1.9",470,1500,9855469,10402469,2091077,2904077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59033_1.tif"
55682,"Hyla tsinlingensis",1,"3.4|4.4|5.1|5.2|5.4|15.7","3.4|4.4|5.1|5.2|5.4|15.7",900,1770,10128469,11301469,3713077,4191077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_55682_1.tif"
57648,"Megophrys omeimontis",1,"1.6|1.9|5.1","1.6|1.9|5.1",700,1500,9894469,10228469,3481077,3652077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57648_1.tif"
58217,"Amolops lifanensis",1,"1.4|5.1","1.4|5.1",1300,3400,9857469,10069469,3734077,3852077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58217_1.tif"
88988573,"Zhangixalus hui",1,"1.4","1.4",3050,3350,9899469,10547469,3378077,3727077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_88988573_1.tif"
59093,"Hynobius sonani",1,"1.4|5.1|5.9","1.4|5.1|5.9",2100,3000,11656469,11722469,2839077,2988077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59093_1.tif"
57643,"Megophrys major",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,8955469,10479469,1550077,3547077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57643_1.tif"
195407,"Paramesotriton longliensis",1,"1.9|5.1|15.1","1.9|5.1|15.1",1100,1200,10306469,10531469,3251077,3660077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_195407_1.tif"
78576349,"Pseudohynobius guizhouensis",1,"1.9|3.7","1.9|3.7",1400,1700,10339469,10362469,3260077,3291077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78576349_1.tif"
57653,"Megophrys shapingensis",1,"1.9|3.7|5.1","1.9|3.7|5.1",2000,3200,9813469,10074469,3280077,3915077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57653_1.tif"
77343283,"Nidirana hainanensis",1,"1.6|5.4","1.6|5.4",340,920,10599469,10603469,2353077,2358077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_77343283_1.tif"
58974,"Zhangixalus arvalis",1,"5.8|14.1|14.3|14.4|15.7","5.8|14.1|14.4|15.7",0,9000,11612469,11633469,2861077,2944077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58974_1.tif"
57572,"Leptobrachella pelodytoides",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,9386469,10539469,355077,2842077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57572_1.tif"
58600,"Pelophylax fukienensis",1,"1.6|1.9|5.4|5.7|14.4|14.6|15.1|15.2|15.7|15.8|15.9","1.6|1.9|5.4|5.7|14.4|15.1|15.2|15.7|15.8|15.9",0,9000,10968469,11784469,2728077,3884077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58600_1.tif"
58724,"Sylvirana spinulosa",1,"1.6|5.1|5.7|5.8","1.6|5.1|5.7|5.8",80,1000,10488469,10642469,2304077,2441077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58724_1.tif"
59003,"Rhacophorus maximus",1,"1.6|1.9|5.7|5.8|15.2","1.6|1.9|5.7|5.8|15.2",0,9000,8119469,9827469,1502077,3610077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59003_1.tif"
58589,"Rana dybowskii",1,"1.1|1.4|5.1|5.4|5.5|5.7|5.8|15.2|15.7|15.8","1.1|1.4|5.1|5.4|5.5|5.7|5.8|15.2|15.7|15.8",0,9000,11985469,13826469,4006077,6569077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58589_1.tif"
57610,"Scutiger glandulatus",1,"1.9|4.7|5.1","1.9|4.7|5.1",2200,4000,9592469,10082469,3337077,4025077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57610_1.tif"
58419,"Nanorana blanfordii",1,"1.9|4.7|5.1","1.9|4.7|5.1",0,9000,7377469,8928469,3109077,3958077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58419_1.tif"
58569,"Rana chaochiaoensis",1,"1.4|1.9|3.7|4.7","1.4|1.9|3.7|4.7",1150,3500,9430469,10252469,2785077,3578077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58569_1.tif"
58246,"Ombrana sikimensis",1,"1.9|5.1","1.9|5.1",0,9000,8067469,8936469,3104077,3495077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58246_1.tif"
58785,"Buergeria robusta",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,1800,11622469,11771469,2728077,3122077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58785_1.tif"
58812,"Theloderma albopunctatum",1,"1.6|1.9|5.8","1.6|1.9|5.8",0,9000,9113469,10725469,2940077,3632077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58812_1.tif"
57878,"Microhyla butleri",1,"1.6|1.9|3.6|5.4|5.8|14.3|15.2|15.5|15.7","1.6|1.9|3.6|5.4|5.8|15.2|15.5|15.7",220,1500,9257469,11680469,160077,3784077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57878_1.tif"
78520071,"Megophrys tuberogranulata",1,"1.4|3.4|5.1","1.4|3.4|5.1",1076,1130,10593469,10654469,3578077,3629077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78520071_1.tif"
78586429,"Theloderma baibungense",1,"1.6","1.6",850,850,9171469,9176469,3566077,3571077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78586429_1.tif"
78528777,"Pachytriton archospotus",1,"1.6|1.9|3.6|5.1","1.6|1.9|3.6|5.1",800,1600,10928469,11050469,3086077,3359077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78528777_1.tif"
54782,"Bufo tuberculatus",1,"4.6|5.4|5.7|5.8","4.6|5.4|5.7|5.8",2600,2700,9530469,9683469,3442077,3662077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54782_1.tif"
135986,"Rhacophorus kio",1,"1.6|5.7|5.8","1.6|5.7|5.8",200,1800,9392469,10522469,1724077,3421077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_135986_1.tif"
59447,"Echinotriton chinhaiensis",1,"1.4|5.7|15.2","1.4|5.7|15.2",0,9000,11745469,11754469,3631077,3641077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59447_1.tif"
57876,"Microhyla berdmorei",1,"1.6|1.9|3.6|4.5|4.6|5.1|5.4|5.7|5.8|14.6|15.2","1.6|1.9|3.6|4.5|4.6|5.1|5.4|5.7|5.8|15.2",0,1200,8627469,11411469,-260923,3505077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57876_1.tif"
57645,"Megophrys medogensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",850,1350,9174469,9237469,3558077,3626077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57645_1.tif"
58228,"Amolops tuberodepressus",1,"1.9|5.1","1.9|5.1",1500,2400,9700469,9791469,2952077,3063077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58228_1.tif"
58273,"Fejervarya keralensis",1,"1.6|5.4|5.8|14.1|14.4|14.6","1.6|5.4|5.8|14.1|14.4",0,9000,7084469,8921469,1086077,3409077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58273_1.tif"
58958,"Polypedates mutus",1,"1.6|1.9|5.4|5.7|5.8|15.2|15.7","1.6|1.9|5.4|5.7|5.8|15.2|15.7",0,9000,9297469,10735469,2196077,3458077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58958_1.tif"
59106,"Hynobius yiwuensis",1,"1.6|5.1|5.7|5.8|14.4","1.6|5.1|5.7|5.8|14.4",50,200,11417469,11798469,3488077,3732077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59106_1.tif"
145404522,"Amolops wenshanensis",1,"1.9|5.1","1.9|5.1",1312,1500,10113469,10225469,2870077,2903077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145404522_1.tif"
145408862,"Scutiger wanglangensis",1,"1.9|5.1","1.9|5.1",2200,2800,10045469,10125469,3925077,3996077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145408862_1.tif"
57659,"Megophrys zhangi",1,"1.9|5.1","1.9|5.1",2000,2200,8293469,8298469,3431077,3436077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57659_1.tif"
58612,"Sylvirana guentheri",1,"5.1|5.4|5.7|5.8|15.2|15.7|15.8|15.9","5.1|5.4|5.7|5.8|15.2|15.7|15.8|15.9",0,1100,9681469,11771469,1623077,3907077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58612_1.tif"
58957,"Polypedates megacephalus",1,"1.6|1.9|3.6|4.6|5.4|5.7|5.8|14.1|14.3|14.4|15.2|15.5|15.7|15.8","1.6|1.9|3.6|4.6|5.4|5.7|5.8|14.1|14.4|15.2|15.5|15.7|15.8",0,1600,9059469,11784469,2279077,4037077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58957_1.tif"
58300,"Hoplobatrachus rugulosus",1,"5.7|5.8|14.1|14.2|14.4|14.5|15.2|15.3|15.5|15.7|15.8|15.9","5.7|5.8|14.1|14.2|14.4|14.5|15.2|15.3|15.5|15.7|15.8|15.9",0,9000,9089469,11784469,755077,4081077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58300_1.tif"
136062,"Megophrys binchuanensis",1,"1.9|5.1","1.9|5.1",1900,2800,9662469,9733469,3234077,3422077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_136062_1.tif"
57600,"Oreolalax rhodostigmatus",1,"1.9|5.9|7.1","1.9|5.9",500,2000,10037469,10720469,3196077,3833077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57600_1.tif"
58212,"Amolops jinjiangensis",1,"1.4|5.1","1.4|5.1",1400,3000,9468469,9851469,3278077,3726077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58212_1.tif"
58596,"Odorrana exiliversabilis",1,"1.6|1.9|5.1","1.6|1.9|5.1",600,1525,11196469,11579469,3068077,3705077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58596_1.tif"
78586157,"Scutiger wuguanfui",1,"1.9|5.1","1.9|5.1",2655,2755,9220469,9224469,3624077,3629077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78586157_1.tif"
57849,"Kaloula borealis",1,"1.4|5.7|5.8|14.1|14.4|15.2|15.7|15.8","1.4|5.7|5.8|14.1|14.4|15.2|15.7|15.8",1,1200,10060469,12651469,3691077,5300077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57849_1.tif"
58882,"Kurixalus odontotarsus",1,"1.6|1.9|3.6|5.8|15.9","1.6|1.9|3.6|5.8|15.9",0,9000,9142469,10883469,2279077,3663077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58882_1.tif"
58941,"Zhangixalus chenfui",1,"1.6|1.9|3.6|5.7|14.4|15.2|15.7","1.6|1.9|3.6|5.7|14.4|15.2|15.7",900,3000,9870469,11452469,3245077,3926077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58941_1.tif"
135769,"Rana hanluica",1,"1.4|5.7|5.8|15.2|15.8","1.4|5.7|5.8|15.2|15.8",840,1300,10792469,10811469,3202077,3231077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_135769_1.tif"
58243,"Quasipaa delacouri",1,"1.9|3.7|5.1|5.7","1.9|3.7|5.1|5.7",600,2090,9944469,10235469,2552077,2858077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58243_1.tif"
58346,"Limnonectes kuhlii",1,"1.6|1.9|3.6|5.1|5.2|5.7|5.8|15.7","1.6|1.9|3.6|5.1|5.2|5.7|5.8|15.7",0,9000,9184469,11449469,-1116923,3469077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58346_1.tif"
58615,"Odorrana hejiangensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",450,1540,10228469,10698469,3435077,3962077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58615_1.tif"
78500586,"Feihyla fuhua",1,"1.9|5.1|5.8","1.9|5.1|5.8",1000,1900,9534469,10251469,2801077,3052077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78500586_1.tif"
58349,"Limnonectes limborgi",1,"1.5|1.6|1.9|3.5|3.6|4.5|4.6|5.1|5.2","1.5|1.6|1.9|3.5|3.6|4.5|4.6|5.1|5.2",220,1010,9088469,10482469,403077,3361077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58349_1.tif"
58281,"Bijurana nicobariensis",1,"1.6|1.8|1.9|5.4|5.5|5.6|5.7|5.8|5.9|14.4|14.5|15.1|15.2|15.7|15.8|15.9","1.6|1.8|1.9|5.4|5.5|5.6|5.7|5.8|5.9|14.4|14.5|15.1|15.2|15.7|15.8|15.9",0,1200,8944469,11716469,-1124923,3471077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58281_1.tif"
59084,"Batrachuperus londongensis",1,"1.9|5.1|5.9","1.9|5.1|5.9",1300,9000,9881469,9968469,3596077,3635077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59084_1.tif"
58975,"Zhangixalus aurantiventris",1,"1.6","1.6",0,9000,11640469,11724469,2739077,3064077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58975_1.tif"
58224,"Amolops ricketti",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,9919469,11650469,2647077,3770077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58224_1.tif"
57638,"Megophrys glandulosa",1,"1.9|5.1","1.9|5.1",0,9000,9074469,9687469,2861077,3481077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57638_1.tif"
58022,"Uperodon globulosus",1,"1.6|5.4|5.8|14.1|14.2|14.3|14.4|14.6|15.8","1.6|5.4|5.8|14.1|14.2|14.4|15.8",0,9000,7012469,9326469,1026077,3535077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58022_1.tif"
58987,"Zhangixalus dennysi",1,"1.6|1.9|5.4|5.7|5.8|15.2|15.7|15.9","1.6|1.9|5.4|5.7|5.8|15.2|15.7|15.9",0,9000,10064469,11769469,2235077,3837077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58987_1.tif"
136191,"Pseudohynobius shuichengensis",1,"1.9","1.9",1910,1970,10131469,10135469,3271077,3277077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_136191_1.tif"
59442,"Cynops orientalis",1,"1.4|1.6|5.4|5.7|14.4|15.2|15.7|15.9","1.4|1.6|5.4|5.7|14.4|15.2|15.7|15.9",30,1000,10695469,11784469,3251077,3976077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59442_1.tif"
119243805,"Leptobrachium tengchongense",1,"1.9|5.1","1.9|5.1",2000,2700,9514469,9534469,3132077,3184077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_119243805_1.tif"
57586,"Megophrys microstoma",1,"1.6|1.9|5.4","1.6|1.9|5.4",330,1220,9609469,11162469,1521077,3339077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57586_1.tif"
57859,"Kaloula verrucosa",1,"4.6|5.4|14.1|14.4|15.8","4.6|5.4|14.1|14.4|15.8",1430,2400,9416469,10147469,2883077,3483077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57859_1.tif"
58429,"Nanorana liui",1,"1.9|3.7|5.5","1.9|3.7|5.5",0,9000,9709469,9864469,2991077,3434077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58429_1.tif"
58872,"Raorchestes menglaensis",1,"1.6|1.9|3.6|3.7|5.1|14.2|14.4","1.6|1.9|3.6|3.7|5.1|14.2|14.4",600,1100,9787469,9811469,2731077,2798077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58872_1.tif"
54872,"Parapelophryne scalpta",1,"1.6|1.9|5.1","1.6|1.9|5.1",350,1400,10492469,10642469,2331077,2421077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54872_1.tif"
145419451,"Zhangixalus zhoukaiyae",1,"1.6|5.4|5.8|15.2|15.7","1.6|5.4|5.8|15.2|15.7",731,773,11157469,11172469,3793077,3805077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145419451_1.tif"
57646,"Megophrys minor",1,"1.6|1.9|5.1|5.4","1.6|1.9|5.1|5.4",0,9000,9412469,10882469,2321077,3875077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57646_1.tif"
58805,"Theloderma moloch",1,"1.6|1.9|3.6","1.6|1.9|3.6",0,9000,9058469,9295469,3388077,3570077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58805_1.tif"
58945,"Zhangixalus dugritei",1,"1.4|1.9|4.6|5.7|5.8","1.4|1.9|4.6|5.7|5.8",0,9000,9439469,10152469,2681077,3850077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58945_1.tif"
58439,"Quasipaa spinosa",1,"1.6|1.9|4.7|5.1","1.6|1.9|4.7|5.1",0,9000,9573469,11710469,2528077,3797077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58439_1.tif"
54645,"Ingerophrynus galeatus",1,"1.6|1.9|5.1|5.2","1.6|1.9|5.1|5.2",400,1060,9848469,10560469,1321077,2904077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54645_1.tif"
152339072,"Amolops loloensis",1,"1.9|4.7|5.1","1.9|4.7|5.1",1300,3400,9690469,9989469,3242077,3699077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_152339072_1.tif"
79101514,"Paramesotriton caudopunctatus",1,"1.6|1.9|5.1","1.6|1.9|5.1",500,1800,10421469,10761469,3038077,3294077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_79101514_1.tif"
58886,"Raorchestes parvulus",1,"1.6|1.9|3.6|4.7|5.1","1.6|1.9|3.6|4.7|5.1",46,1500,8673469,10560469,307077,3418077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58886_1.tif"
89186612,"Liuixalus shiwandashan",1,"1.6","1.6",250,1000,10374469,10378469,2704077,2709077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_89186612_1.tif"
149680223,"Leptobrachella shangsiensis",1,"1.6|5.1","1.6|5.1",450,550,10374469,10449469,2700077,2764077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_149680223_1.tif"
57611,"Scutiger gongshanensis",1,"1.9|5.4","1.9|5.4",2800,3850,9467469,9543469,3253077,3474077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57611_1.tif"
58966,"Zhangixalus yaoshanensis",1,"1.6|1.9","1.6|1.9",1500,2000,10603469,10660469,2940077,3027077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58966_1.tif"
58577,"Pelophylax chosenicus",1,"5.8|15.2|15.7","5.8|15.2|15.7",0,9000,11994469,12291469,4183077,4791077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58577_1.tif"
150087273,"Megophrys feii",1,"1.6|1.9|5.1|5.4","1.6|1.9|5.1|5.4",700,1200,9412469,9416469,3031077,3036077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_150087273_1.tif"
47144899,"Tylototriton ziegleri",1,"1.9","1.9",885,1357,10036469,10226469,2758077,2881077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_47144899_1.tif"
145401116,"Tylototriton wenxianensis",1,"1.6|1.9|5.1|5.7|5.8|15.2","1.6|1.9|5.1|5.7|5.8|15.2",650,2500,10060469,10573469,3219077,4028077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145401116_1.tif"
58956,"Polypedates maculatus",1,"1.5|1.6|1.9|3.5|3.6|4.5|5.7|5.8|14.2|14.4|14.5|14.6|15.2|15.5|15.7|15.8|15.9","1.5|1.6|1.9|3.5|3.6|4.5|5.7|5.8|14.2|14.4|14.5|15.2|15.5|15.7|15.8|15.9",0,9000,6762469,9359469,753077,3667077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58956_1.tif"
58334,"Limnonectes fragilis",1,"1.6|5.1","1.6|5.1",290,1100,10492469,10650469,2307077,2445077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58334_1.tif"
58321,"Ingerana reticulata",1,"1.6","1.6",800,940,9168469,9173469,3565077,3570077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58321_1.tif"
78528868,"Pachytriton moi",1,"1.6|1.9|5.1","1.6|1.9|5.1",920,2200,10594469,10661469,3157077,3203077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78528868_1.tif"
145400418,"Rana luanchuanensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",530,1070,10785469,10789469,4069077,4074077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145400418_1.tif"
58629,"Rana johnsi",1,"1.6|1.9|5.8|14.6|15.7|15.8","1.6|1.9|5.8|15.7|15.8",0,9000,9784469,10674469,1390077,3055077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58629_1.tif"
58424,"Quasipaa exilispinosa",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,1400,10799469,11520469,2762077,3578077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58424_1.tif"
58394,"Nanorana ventripunctata",1,"4.7|5.1|5.4|5.7|5.8","4.7|5.1|5.4|5.7|5.8",3120,4100,9510469,9723469,3242077,3571077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58394_1.tif"
58681,"Sylvirana nigrovittata",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,8781469,10562469,440077,3318077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58681_1.tif"
57886,"Microhyla ornata",1,"1.6|1.8|2.2|3.6|4.4|4.5|4.6|5.2|5.4|5.5|5.7|5.8|14.1|14.2|14.4|14.5|14.6|15.2|15.5|15.7|15.8","1.6|1.8|2.2|3.6|4.4|4.5|4.6|5.2|5.4|5.5|5.7|5.8|14.1|14.2|14.4|14.5|15.2|15.5|15.7|15.8",0,2000,6557469,9375469,753077,4091077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57886_1.tif"
78017839,"Bufo gargarizans",1,"1.4|1.6|3.4|4.4|4.6|5.5|5.8|14.1|14.3|14.4|15.1|15.3|15.5|15.7|15.8","1.4|1.6|3.4|4.4|4.6|5.5|5.8|14.1|14.4|15.1|15.3|15.5|15.7|15.8",2,4300,9248469,13881469,2818077,5963077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78017839_1.tif"
58601,"Hylarana garoensis",1,"1.6|3.6|4.7|5.1","1.6|3.6|4.7|5.1",0,9000,8706469,9276469,3112077,3480077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58601_1.tif"
